id,text,source,created_at,
822587776231149570,@johncardillo @BartHubbuch Great work @FoxNews today. They didn't pander to the negativity of morons as other stations did for ratings #MAGA,Twitter for iPhone,2017-01-20 23:33:03,
822587774196916226,@seanhannity @AnnCoulter @POTUS #MAGA https://t.co/jsgehWY1tm,Twitter for iPhone,2017-01-20 23:33:02,
822587767783878656,@NBCNews Good riddance!!! #maga🇺🇸🇺🇸🇺🇸,Twitter for iPhone,2017-01-20 23:33:01,
822587757654638594,❤🇺🇸💋My thoughts on today!!💋🇺🇸❤ #Inauguration #inaug2017 #InaugurationDay2017 #TrumpDay #AmericaDay #CloserNation… https://t.co/PYYxPotgFV,Twitter for Android,2017-01-20 23:32:59,
822587757008736258,"KALONZO and WETANGULA are dirty &amp; corrupt like UHURU/ RUTO, o https://t.co/XhSLLEbBsl #TrumpTransition #PresidentElectTrump #MAGA #privacy",Tweet Old Post,2017-01-20 23:32:58,
822587755867869184,"#ResistFromDay1 Here's a video I took of the swearing in. Enjoy this video of OUR president, snowflakes! #MAGA https://t.co/CDQOYJohti",Twitter for iPhone,2017-01-20 23:32:58,
822587755683348481,'WE LOVE HIM' Trump supporters cheer 'outsider' taking charge via the @FoxNews app #maga #americafirst #trump45  https://t.co/xL5bsSZJ7h,Twitter for iPad,2017-01-20 23:32:58,
822587754366337025,We AMERICANS stand w/ Our @POTUS MESS W/ HIM YOU MESS W/ ALL OF USA! #MAGA #Inauguration GOES FOR @VP TOO! ROCK N ROLLIN ON THE TRUMP TRAIN,Twitter Web Client,2017-01-20 23:32:58,
822587753879760898,#PresidentialInauguration President #Trump! #MAGA https://t.co/Ao6d4DDcS4,Twitter for iPhone,2017-01-20 23:32:58,
822587744614490115,"#maga right, you fuckwits.  https://t.co/P809RTbn0b",Twitter Web Client,2017-01-20 23:32:55,
822587735873585153,"@davidcicilline @
His speech was not at all about division.
Your rhetoric is what is dividing people. Government  for the people.
#MAGA",Twitter for Android,2017-01-20 23:32:53,
822587734518853633,@SenWarren @POTUS @realDonaldTrump  They probably can't afford them anyway. #MAGA,Twitter for iPhone,2017-01-20 23:32:53,
822587734028120064,"If I was in #Texas, the folks would say that I've had a ""shit-eating grin"" on my face all day.  #Inauguration #MAGA #GOP",Twitter Web Client,2017-01-20 23:32:53,
822587723538169857,@KobeTruthNlight @andy_gautreaux @WadeMack32 but since I'm from Texas We are racist racist? No. Fuck you. #MAGA,Twitter for iPhone,2017-01-20 23:32:50,
822587722581872640,@ABC This is what Liberals call free speech. Media partially to blame. Report on how @MMFlint should be arrested for causing this #MAGA,Twitter Web Client,2017-01-20 23:32:50,
822587718949552128,#GobShite KTHopkins: Never let it be said I am scared by protest.... KHinDC #MAGA https://t.co/siXsDMO8m2,IFTTT,2017-01-20 23:32:49,
822587708866527234,#VMI very cool #MAGA https://t.co/xYxxjjgabC,Twitter for iPhone,2017-01-20 23:32:47,
822587705200672770,"If you build it, they won't come
#InaugurationDay2017 #maga #embarrassing https://t.co/8WRP2srwx7",Twitter Web Client,2017-01-20 23:32:46,
822587699290918915,@sookie1_ So glad the liberal world apology tour is OVER! #PCisBS #MAGA,Twitter for Android,2017-01-20 23:32:45,
822587699190255616,"Que Dios te de Sabiduría para tomar las mejores decisiones, Fortaleza para afrontar los desafíos en el camino y sobre todo Amor. #MAGA",Mobile Web (M2),2017-01-20 23:32:45,
822587694681391105,"@NancyPelosi We will insure the laws of the United States are upheld. If you wish to stay, do not break the law. #MAGA",Twitter for iPhone,2017-01-20 23:32:44,
822587690373804032,And no pardon from #obama hope the #doj does the right thing and put her and #wjc away and #maga https://t.co/dZmgNu7eOt,Twitter for iPhone,2017-01-20 23:32:42,
822587688025001988,@coachreeseBHS @Mark_C_Dunn just doing my part. #MAGA,Twitter for iPhone,2017-01-20 23:32:42,
822587682022944769,What a blow against the Washington D.C. elites! The politicians are reeling ... oh wait. #MAGA? https://t.co/hfQBOZmTwi via @motherjones,Twitter Web Client,2017-01-20 23:32:40,
822587675635044352,Senate confirms Trump's first Cabinet member https://t.co/qrNesBgW26 via @trump_woman #TrumpCabinet #PeaceThroughStrength #POTUSTrump #MAGA,Twitter for Android,2017-01-20 23:32:39,
822587675072983040,@redsoutrage @DailyCaller People like her are as low as we can go!  We #MAGA today!,Twitter for iPhone,2017-01-20 23:32:39,
822587674125012992,Loving the #military #marchingband emphasis of #PresidentDonaldJTrump #Inauguration parade! 1500 BMI cadets! Awesome sight🙏🏼🇺🇸🙏🏼 #MAGA,Twitter for iPad,2017-01-20 23:32:39,
822587672967446530,@jbview @mattyglesias #BuyersRemorse #MAGA,Tweetbot for iΟS,2017-01-20 23:32:38,
822587671654625281,"DC Mayor  holding you back? I swear-- DC is outta control
Night is here fires everywhere Good God
Get control  all… https://t.co/sFyShQL8E0",Twitter Web Client,2017-01-20 23:32:38,
822587666394976261,White Reparations. USA. We built it. They stole it. Time for repayment with interest. Stop #whitegenocide. #maga… https://t.co/DTcKA2wVlc,Crowdfire - Go Big,2017-01-20 23:32:37,
822587664440365056,GapVax RIBBON CUTTING https://t.co/byTRbFm1Jn via @YouTube #MAGA #MakeJohnstownGreatAgain #ManufacturingJobs,Twitter Web Client,2017-01-20 23:32:36,
822587659667308545,"Just heard Teddy Bruschi say ""Build a wall"" like 6 times in one segment #MAGA",Twitter Web Client,2017-01-20 23:32:35,
822587654189551617,So proud to be an American watching #democracy in progress.   #MAGA,Mobile Web (M5),2017-01-20 23:32:34,
822587645322756096,"Keep working! Do the rest of these nominees NOW. President Trump won, not you. WE ARE 63mil STRONG! @SpeakerRyan… https://t.co/Ud4mFBiI7i",Twitter for Android,2017-01-20 23:32:32,
822587635860377604,@POTUS Opened a twitter account now to follow you! It's a great day to be a US citizen! So proud of you and your BEAUTIFUL family! #MAGA 🇺🇸❤,Twitter for iPhone,2017-01-20 23:32:29,
822587634811895809,Any #MAGA supports know where to find this tshirt?  @Cowboycerrone @TimKennedyMMA @Cernovich @MAGA3X https://t.co/XA60CuG0v5,TweetDeck,2017-01-20 23:32:29,
822587624149893121,"Wait 'ill they get a load of John F. Kelly!! 

#MAGA #TCOT #Trump #pjnet #GOP #Conservative #MAGA3x https://t.co/uffbHlCPAO",Twitter Web Client,2017-01-20 23:32:27,
822587622690263040,I'm sure they will find great success in the vibrant private sector that Obama built. #Inauguration #MAGA https://t.co/NlIi0scl7Y,Twitter Web Client,2017-01-20 23:32:26,
822587619439759360,"Calling #TrumpInauguration historic is accurate, we've inaugurated a POTUS whose campaign is under investigation for ties to #Russia. #MAGA",Twitter Web Client,2017-01-20 23:32:26,
822587614855364609,"From the halls of Montezuma 
To the shores of Tripoli! #GodBlessAmerica #MAGA 🇺🇸 https://t.co/WSIEoeGi3Z",Twitter for iPhone,2017-01-20 23:32:24,
822587606219292672,"There's a reason that the president isn't elected by popular vote, you lost get over it. #PresidentDonaldJTrump… https://t.co/uY1CHhY8CD",Twitter for iPhone,2017-01-20 23:32:22,
822587602478002176,".@POTUS: A NEW President promising to #MAGA fills world with HOPE, meanwhile LEFT destroy and smash everything in sight!
#ThatsWhyTheyLOST",Twitter for iPhone,2017-01-20 23:32:22,
822587598283669505,Only liberals could freak out that the president wants to give them more power and give the government less power o… https://t.co/lm286dICSY,Twitter for iPhone,2017-01-20 23:32:21,
822587595838332928,Today was a good day. #MAGA,Twitter for iPhone,2017-01-20 23:32:20,
822587585822334977,"How can u reach across aisle to people who don't even bother to show up?""Elections have consequences"" &amp; so do bad m… https://t.co/uFfIp1NjgM",Twitter for iPhone,2017-01-20 23:32:18,
822587584308252672,What they wore on Inauguration Day https://t.co/SNQmZK8Qzp #TrumpTransition #PresidentTrump #MAGA #privacy,Tweet Old Post,2017-01-20 23:32:17,
822587574896181249,#InauguralParade #PresidentTrump #Inauguration #MAGA #GoldenShowers #Trump #TrumpTrain #FOXNews #AnimeRight #GOP… https://t.co/FRwIcdPvvH,Twitter Web Client,2017-01-20 23:32:15,
822587573101035522,@BillKristol also your opinions are IRRELEVANT! #MAGA,Mobile Web (M5),2017-01-20 23:32:15,
822587570739707905,A real first family ! #MAGA https://t.co/ujp5pJ3MR7,Twitter for Android,2017-01-20 23:32:14,
822587568478945280,' @TheRock 😜😂😬💎🕶👔🇺🇸✔💯 #MAGA https://t.co/swSsLoxUBZ,Twitter Web Client,2017-01-20 23:32:13,
822587568403443712,We the people have spoken and Trump God willing delivers #MAGA https://t.co/teqLRuwIXL,Twitter for iPhone,2017-01-20 23:32:13,
822587566234931202,#MAGA https://t.co/nUYmdZOhfv,Twitter for iPhone,2017-01-20 23:32:13,
822587560446795776,"Yay!  You couldn't win the rust belt but looook! Empty bleachers!  That will stop us.
#MAGA 
@KeithOlbermann https://t.co/KfMsqhGOJo",Twitter for Android,2017-01-20 23:32:12,
822587554503528448,today is a good day. #MAGA 🇺🇸,Twitter for iPhone,2017-01-20 23:32:10,
822587553308090368,Who let @realDonaldTrump write his own speech? That was fucking painful! Where is this America he speaks of? #TheResistance #MAGA #fucktrump,Twitter for iPhone,2017-01-20 23:32:10,
822587552590864385,"Well, there's enough military reps in the parade that Pres. Trump should have no problem #MAGA",Twitter Web Client,2017-01-20 23:32:10,
822587541295681539,@Paleoturkey @seanhannity hahaha. That's great #MAGA,Twitter for iPhone,2017-01-20 23:32:07,
822587541018804225,Shia Labeouf can suck my nuts fuck off you white trash. #MAGA,Twitter for Android,2017-01-20 23:32:07,
822587540851060736,"I tried that, but I had to throw up too many times, listening to communist @nbc talk in crap about #TRUMP wanting 2… https://t.co/Hx2ZX4KAhY",Mobile Web (M5),2017-01-20 23:32:07,
822587535541071875,What a fantastic day America! Meet our new #FirstFamily! #Inauguration #TrumpInauguration #TrumpPence16… https://t.co/QPjOtrTRwM,Twitter for iPhone,2017-01-20 23:32:06,
822587528184287233,America!!  #MAGA,Twitter for iPhone,2017-01-20 23:32:04,
822587525818707969,"""Teased #TrumpTrain a lot
But we got him in the spot welcome back...""
LETS CONTINUE!
#TROLLASAURUSWRECKS
#MAGA 
@CNN https://t.co/RL5wzWam2h",Twitter for iPhone,2017-01-20 23:32:03,
822587523369172993,Lawbreaker @RahmEmanuel Vs Trump on Sanctuary Cities - American Thinker https://t.co/UqQf8HXli2  #PJNET 111 #MAGA https://t.co/Gobjm8q2zI,smqueue,2017-01-20 23:32:03,
822587521611743232,@ericbolling love it! We will make a believer out of Beckel yet #MAGA,Twitter for Android,2017-01-20 23:32:02,
822587504910106624,I'm digging the new twitter handle @POTUS #maga,Twitter for iPhone,2017-01-20 23:31:58,
822587504478093321,Proud #Trumpette 💃🏻👯🇺🇸💗 @TrumpetteInc #MAGA #BeautifulDay #girlpower #TrumpTrain https://t.co/zIf15eJTIj,Twitter for iPhone,2017-01-20 23:31:58,
822587501940449281,Im drunk im stuffed im tired im bored ... ive got no booty call options and im too tired to jerkoff #maga free …  https://t.co/w5WiYLZwGl,Put your button on any page! ,2017-01-20 23:31:58,
822587501550379009,6 hours of debate on CIA dir nomination of Mike Pompeo will begin on Monday. #MAGA #USA🇺🇸 #AmericaFirst #UnitedWeStand #ProudAmerican,Twitter Web Client,2017-01-20 23:31:57,
822587499939856387,"Retweeted Donald J. Trump (@realDonaldTrump):

We will follow two simple rules: BUY AMERICAN &amp; HIRE AMERICAN!
#InaugurationDay #MAGA🇺🇸",Facebook,2017-01-20 23:31:57,
822587498853466113,Bill Clinton is a creep #ResistFromDay1 #Inauguration #POTUSTrump #MAGA https://t.co/9g2S8afj3j,Twitter for iPhone,2017-01-20 23:31:57,
822587497154744320,🇺🇸President Trump🇺🇸#HesMyPresident #MAGA https://t.co/UUFf1tIJ4H,Twitter for iPhone,2017-01-20 23:31:56,
822587492343939073,Who the fuck are you? #SolvingWorldProblems #tcot #maga https://t.co/a5ds0BANqG,Twitter for iPad,2017-01-20 23:31:55,
822587489516929024,#MAGA https://t.co/68cKMR0H1y,Twitter Web Client,2017-01-20 23:31:55,
822587486094393344,#MAGA LOL https://t.co/QZTWJb3tAY,Twitter for iPhone,2017-01-20 23:31:54,
822587481673596928,"Hope y'all are on the train, because it's just leaving the damn station! #trumptrain #MAGA 🚂🚂🇺🇸🇺🇸",Twitter for iPhone,2017-01-20 23:31:53,
822587481103208448,Happy Trump Day!!!🇺🇸 #MAGA https://t.co/mT2GGXRBeP,Twitter for iPhone,2017-01-20 23:31:53,
822587479979081729,"Finally, An @POTUS that has a chance to #MAGA now let's do something about completely biased liberal media created by @BarackObama @CBSNews",Twitter for iPhone,2017-01-20 23:31:52,
822587473121443842,#Inauguration #YoureHired #MAGA #POTUS https://t.co/VbrW4K5fyM,Twitter for iPhone,2017-01-20 23:31:51,
822587456071630856,Have that little bitch bring his cheap shot to the flyover states. We'll reserve his hospital room for his recovery… https://t.co/oqSIyZlBI1,Twitter for iPhone,2017-01-20 23:31:47,
822587453643046912,"🇺🇸#AMERICAFIRST🇺🇸
#WeThePeople #USA
#PresidentTrump #POTUS
#Inauguration2017 #MAGA
#MakeAmericaGreatAgain🗽
@CNN… https://t.co/GoM3Ph7oWz",Twitter Web Client,2017-01-20 23:31:46,
822587453643046912,"🇺🇸#AMERICAFIRST🇺🇸
#WeThePeople #USA
#PresidentTrump #POTUS
#Inauguration2017 #MAGA
#MakeAmericaGreatAgain🗽
@CNN… https://t.co/GoM3Ph7oWz",Twitter Web Client,2017-01-20 23:31:46,
822587451294281728,"General ""Mad Dog Mattis"" confirmed!  Isis take note! #Inauguration #MAGA",Twitter for iPhone,2017-01-20 23:31:45,
822587440183517186,"Congratulations to our 45th President, and thank you for your service 44. #MAGA #45 #BHO",Twitter for Android,2017-01-20 23:31:43,
822587437956427778,@jbarro @AloisiusBarnes Impeach Trump. Make America Great Again. #MAGA,Twitter Web Client,2017-01-20 23:31:42,
822587437159477248,@realDonaldTrump congratulations on your inauguration! #MAGA,Twitter for Android,2017-01-20 23:31:42,
822587434273828864,#MAGA  :) https://t.co/JEuEh7QteC,Twitter Web Client,2017-01-20 23:31:41,
822587428863148032,"Go sign this, because why wouldn't you? #Inauguration #TrumpInauguration #inaug2017 #MAGA #Trump #POTUS https://t.co/mexLFBAiRI",Twitter for iPad,2017-01-20 23:31:40,
822587424626905089,"You work for what you want. 

Simple. 

#MAGA",Twitter for iPhone,2017-01-20 23:31:39,
822587424081584129,"President Thénardier is ready to #MAGA! 
https://t.co/BzP291ScWV",Twitter Web Client,2017-01-20 23:31:39,
822587420529098752,"@HillaryClinton America really dodged a bullet! Trump retired you, and for that alone i will forever be in his debt!#MAGA #Winning",Twitter for Android,2017-01-20 23:31:38,
822587419325267968,"@LucasFoxNews @BretBaier Being polite, being professional, and having a plan to kill everyone there. #MAGA #MadDogMattis",Twitter Web Client,2017-01-20 23:31:38,
822587416418668545,#bassment #bp #MAGA @POTUS,Twitter for Android,2017-01-20 23:31:37,
822587413214228482,Mom impresses her son with impromptu car rap https://t.co/ayK5sOTD9D #TrumpTransition #PresidentElectTrump #MAGA #privacy,Tweet Old Post,2017-01-20 23:31:36,
822587409615486979,"Wow... @POTUS may have to revoke this ""reporter's"" White House press room privilege. 👇🏼 #Inauguration #POTUS… https://t.co/uOGxbuIADN",Twitter for iPad,2017-01-20 23:31:36,
822587408671801346,Does that trash can holds a tiny portal to another dimension or something? #thestupidleft #fakenews #ResistFromDay1… https://t.co/JXXq4okcG6,Twitter for iPad,2017-01-20 23:31:35,
822587408080400385,Congratulations Secretary of Homeland Security General John Kelly #TrumpCabinet #MAGA #AmericaFirst ❤️🇺🇸💯,Twitter Web Client,2017-01-20 23:31:35,
822587407702904833,Starbucks is a liberal company and endorsed Hillary Clinton yet people find the need to destroy a store 🤔 #pathetic… https://t.co/Kd3DzKLKND,Twitter for iPhone,2017-01-20 23:31:35,
822587407052771328,"Like, profit is the unpaid labor of the working class. #AmericaFirst #MAGA",TweetDeck,2017-01-20 23:31:35,
822587394851565570,Its a beautiful site ❤🇺🇸#MAGA #Inauguration #InaugurationDay https://t.co/B6iQ29lvhm,Twitter for Android,2017-01-20 23:31:32,
822587393408700420,Only an outsider can give RENEWED legitimacy2 Constitution/Bill of Rights thru a Restoration of our Traditional Val… https://t.co/LZtfA8eu26,Crowdfire - Go Big,2017-01-20 23:31:32,
822587385875746816,@realDonaldTrump wonderful speech. Wonderful day for all Americans. What a day for you and your family. What an incredible life! #MAGA,Twitter for iPhone,2017-01-20 23:31:30,
822587376862109697,Hooray a convert!  LOL One at a time @ericbolling @TheFive  #MAGA https://t.co/GgEGtTnoEH,Mobile Web (M5),2017-01-20 23:31:28,
822587374672773121,Such a wonderful #Inauguration day! I am truly grateful for #PresidentDonaldJTrump ! #GodBlessAmerica  #AmericaFirst  #MAGA  #MelaniaTrump,IFTTT,2017-01-20 23:31:27,
822587373120880643,heh! heh! they heard it all right! #MAGA https://t.co/rKP6eZPBbq,Twitter Web Client,2017-01-20 23:31:27,
822587370218389505,Thanks Trump! #MAGA https://t.co/iQCjUx1qoQ,Twitter for iPhone,2017-01-20 23:31:26,
822587369551433728,"@KellyannePolls 
YOUR AWESOME Kellyanne. Thank you for helping #MAGA",Twitter for Android,2017-01-20 23:31:26,
822587363599716352,"Rescuing the snake that will kill your own White children, its #whitegenocide, #kalergi #tcot #maga #buildawall… https://t.co/Izurkpctja",Crowdfire - Go Big,2017-01-20 23:31:25,
822587361016029185,@vincentcuratola Nah..they were always planning on attending...just had a different view of the event than they expected.. #maga,Twitter Web Client,2017-01-20 23:31:24,
822587360764461057,Proud to be an American Today! #trump45 #maga #ProudAmerican https://t.co/9Tc5Z1WTIY,Twitter for iPhone,2017-01-20 23:31:24,
822587355500515329,@billmaher @RealTimers @HBO the parade nobody saw or cared about #maga,Twitter for Android,2017-01-20 23:31:23,
822587355097862144,"Only those with a hard left agenda are invited to participate. Not all women, only lefties. Leaves me out. #MAGA https://t.co/UC6DDlVx0D",Twitter for iPad,2017-01-20 23:31:23,
822587352551981056,Sec Mattis in the house! #Inauguration #MAGA,Twitter for iPhone,2017-01-20 23:31:22,
822587352098934787,#MAGA https://t.co/dAkfoFjeBe,Twitter Web Client,2017-01-20 23:31:22,
822587350278664192,Only sheep listen to mainstream media with no thoughts of their own or research into the subject #MAGA,Twitter for iPhone,2017-01-20 23:31:21,
822587349041381377,Donald Trump is finally our President and we couldn't be happier #MAGA 🇺🇸 @ Wingate University https://t.co/d1B32wiZRf,Instagram,2017-01-20 23:31:21,
822587347585875970,We did it. #MAGA https://t.co/4wIiG3PAZO,Twitter for Android,2017-01-20 23:31:21,
822587342993129472,Trump healthcare adviser does not seem to understand how birth control works. Video: https://t.co/V098PwgIn2 #abortions #birthcontrol #MAGA,Twitter Web Client,2017-01-20 23:31:20,
822587341734813699,"If that's still true today you need to be deported!
And who's behind you-- Fat Chicks Against Trump?
#MAGA… https://t.co/Mm8fk0c32L",Twitter Web Client,2017-01-20 23:31:19,
822587341369970692,@realDonaldTrump kicked them on the teeth and butts #MAGA #pizzagate  https://t.co/T1KNMCdjq7,Put your button on any page! ,2017-01-20 23:31:19,
822587341235752961,@SenSchumer @joanwalsh #MAGA?,Twitter for iPhone,2017-01-20 23:31:19,
822587338916237312,"#antiwhites broadly across social space, provide us with consistent #whitegenocide propaganda:matching Black man wi… https://t.co/V7KzXgKjLt",Crowdfire - Go Big,2017-01-20 23:31:19,
822587337393709058,@Soldierjohn :) #Trump2016 #BikersForTrump #MAGA #NRA https://t.co/PvnaHgJkO5,Twitter Web Client,2017-01-20 23:31:18,
822587326891225089,#MAGA 😂 https://t.co/Cb7WbFtzIN,Twitter for Android,2017-01-20 23:31:16,
822587324202680324,"Trump and Clintons were always the same fucking team

Democrats and #MAGA idiots didn't know this",Twitter Web Client,2017-01-20 23:31:15,
822587321979637761,"#MAGA ❤️🇺🇸❤️

Lee Greenwood gives Epic Performance of ""God Bless the USA"" at Trump's I... https://t.co/dMNbXidpC5",Twitter for iPhone,2017-01-20 23:31:15,
822587320553664516,Wow look at the impact protestors had on the inauguration #MAGA https://t.co/A4aYfTRJIf,Twitter for iPhone,2017-01-20 23:31:14,
822587300219678723,Thank you to those who marched in the parade. What an honor to serve your Country!! #Inauguration #TrumpInauguration #trump #MAGA,Twitter for Android,2017-01-20 23:31:09,
822587297929580544,.@CassandraRules #FreedomBall guests delayed by riots is a perfect metaphor for why freedom matters. #MASA #MAGA #MyPresidentIsPatriotic,TweetDeck,2017-01-20 23:31:09,
822587297581428739,IT'S TIIIIIIIIME!! #MAGA #Inauguration https://t.co/BTKQpt2OHH,Twitter for iPhone,2017-01-20 23:31:09,
822587297044557825,"@nfltexanchick they might, but then he will tell them they didn't taste good enough and never pay them. #maga #potus @girlscouts",Twitter for iPhone,2017-01-20 23:31:09,
822587294049861633,You are a racist and a show off if you wear his clothing but just a innocent protestor if you burn the flag and van… https://t.co/vRbtm0K7wD,Twitter for iPhone,2017-01-20 23:31:08,
822587291717795840,@ericbolling wow the five got my message. Thanks Bob and the whole crew. #MAGA,Twitter Web Client,2017-01-20 23:31:07,
822587285845712896,Get caught up on this week's shows before the Weekend Report gets posted! https://t.co/R29g4Dvx91 #MAGA #PresidentTrump #Inauguration #TCOT,Twitter Web Client,2017-01-20 23:31:06,
822587281659797505,#MAGA W/ Great Folks &amp; Fellow Supporters like @robertjeffress FOR our Friend &amp; Now @POTUS The Donald! https://t.co/65B7J3bWyx,Twitter Web Client,2017-01-20 23:31:05,
822587274529566720,"@MarketWatch WRONG! Americans are behind @realDonaldTrump. So, we will #MAGA
https://t.co/smCeop5Ogq",Twitter for Android,2017-01-20 23:31:03,
822587271304069125,"War on a people's symbols is #whitegenocide!!! #maga #tcot
4Ole Miss sports, ‘Dixie’ is dead https://t.co/imGojfXcoK https://t.co/CsmgcpsqNJ",Crowdfire - Go Big,2017-01-20 23:31:03,
822587271065075717,@AmyMek Weeeeeee yes this is awesome! Dreams do come true #MAGA 🇺🇸🇺🇸🇺🇸,Twitter for iPad,2017-01-20 23:31:03,
822587271052455938,Hammond: UK-US ties to 'prosper' under Trump https://t.co/TMLqMPSExW #TrumpTransition #PresidentTrump #MAGA #privacy,Tweet Old Post,2017-01-20 23:31:03,
822587266455453698,@DorisTruong @Kallisti @washingtonpost the liberals are so tolerant aren't they? #maga,Twitter for Android,2017-01-20 23:31:01,
822587261782986752,@TomiLahren Happy Trump Day!! Ive been counting down the days since Trump was elected!! Finally the day has come! 🇺🇸🇺🇸🇺🇸🇺🇸 #MAGA,Twitter for iPhone,2017-01-20 23:31:00,
822587259044163584,"#MAGA If Trump was so wealthy, worth billions, why is his wife hawking her crap on the White House website. Methink… https://t.co/DR36xWVVzF",Twitter Web Client,2017-01-20 23:31:00,
822587258331086850,#MAGA Hug #FF @elemonader @JillStanek  @ivanfollows @PorchPhilosophy @jen_fos @DaGodfather907 https://t.co/qst2MidcvC,#PJNET,2017-01-20 23:30:59,
822587257378971653,@nytimes wouldn't expect you to find anything good to say on this very historic moment. #TrumpInauguration #MAGA,Twitter for iPhone,2017-01-20 23:30:59,
822587254338191360,Channeling and #MAGA :) https://t.co/Sy8fhpGqdB,Twitter Web Client,2017-01-20 23:30:59,
822587244259250176,@Clevelandpro65 https://t.co/F7v3FTEWru https://t.co/mHDdfLskHB #america #trump @Independent @washingtonpost #maga… https://t.co/iBwWu8ZB6C,Twitter Web Client,2017-01-20 23:30:56,
822587237426692100,Fox News above CNN on Apple Store trending. Doesn't really mean anything but I thought it was funny #MAGA #Trump45 https://t.co/6ykuJf5aqR,Twitter for iPhone,2017-01-20 23:30:54,
822587233215664134,But most importantly we will be protected by GOD... today is the day of change &amp; this is just the first indication of what's coming #MAGA,Twitter for iPhone,2017-01-20 23:30:53,
822587223921004546,"@DrMartyFox @UnitedCitizen01  As Obama goes off to the sounds of the song,"" good buy yellow brick road"" the crowd cheers just go #maga #tcot",Twitter Web Client,2017-01-20 23:30:51,
822587221459009536,"The greatest social sin today is being an obstacle to #WHITEGENOCIDE, the #kalergi plan, #Diversity is a codeword for #whitegenocide, #maga",Crowdfire - Go Big,2017-01-20 23:30:51,
822587219781238786,Can someone please explain to these 'protesters' that PATRIOTISM and FASCISM are not the same thing? Another #CommonCore failure. #MAGA,Twitter Web Client,2017-01-20 23:30:50,
822587209467490306,@ShaunKing Awesome! New day asshole! #MAGA #BlueLivesMatter #Trump #Inauguration,Twitter for iPhone,2017-01-20 23:30:48,
822587208129478656,President Deodorant Trump got rid of B.O. https://t.co/35AZVXVE1q #Inauguration @realDonaldTrump @transition2017 @YoungDems4Trump #MAGA,Twitter Web Client,2017-01-20 23:30:48,
822587201334743040,@Franklin_Graham Well. There's no evidence of such a creature existing. But whatever let's Islam no it is NOT welco… https://t.co/nCQnyfwcLL,Twitter for iPhone,2017-01-20 23:30:46,
822587198184816640,"Hope they have they're floaties! 😂
#MAGA
#AmericaFirst 
#Inauguration https://t.co/az9XmLzhi4",Twitter for Android,2017-01-20 23:30:45,
822587197979328518,Yeah we noticed! And @realDonaldTrump remains the @POTUS45 and will still #MAGA #InaugurationDay2017 🙌🏾🇺🇸😂 https://t.co/ZgB4wq5QwY,Twitter for iPhone,2017-01-20 23:30:45,
822587191536873473,Lookout! These are the two most important confirmations to me! Wilbur Ross is next on list! US Commerce is crazy im… https://t.co/KrV8TaN63N,Twitter for iPhone,2017-01-20 23:30:44,
822587189716545536,White Privilege? White Violence? I don't see it. Black Privilege? Black Violence? I SEE IT!!! #whitegenocide #maga… https://t.co/Sn8dli36qM,Crowdfire - Go Big,2017-01-20 23:30:43,
822587187829022725,"• Trump - President 🇺🇸 ✔
• Mattis - Sec Defense ✔
• Kelly - Homeland Security ✔

#MAGA https://t.co/LPkUg5jFWN",Vitweet,2017-01-20 23:30:43,
822587186948308992,"WhitesR Unique, 3rd World corrupt from top2bottom #maga #tcot
Caucasian Mind:Both Universe-Oriented&amp;Self-Oriented… https://t.co/oKBqM2avFw",Crowdfire - Go Big,2017-01-20 23:30:42,
822587186331746305,#BuyersRemorse #MAGA #TrumpInauguration https://t.co/Wsljqg9ly6,Tweetbot for iΟS,2017-01-20 23:30:42,
822587175858532352,"@JaimeTennille wait.... if I come and order ""The Wall"" do I send the bill to Mexico? #MAGA",Twitter for iPhone,2017-01-20 23:30:40,
822587174029787137,One Of President #Trump’s First Acts Will Cost Homeowners Millions Of Dollars #MAGA  https://t.co/JHCkZg44fn,Twitter for iPhone,2017-01-20 23:30:39,
822587173761413121,#MAGA https://t.co/pLsPmbQFIK,Twitter for Android,2017-01-20 23:30:39,
822587172448534528,@ericbolling awww Bob finally came around! #MAGA,Twitter for iPhone,2017-01-20 23:30:39,
822587168606584834,wittier: Saving the best till last #klout cindycapo wittier9 #MAGA https://t.co/gbmAlWjAQo wittier cindycapo,IFTTT,2017-01-20 23:30:38,
822587168275263488,"@realDonaldTrump Mr President, I was impressed to see so many prayers to God for our nation during the inauguration. #MAGA 🇺🇸🇺🇸",Twitter for iPhone,2017-01-20 23:30:38,
822587167356710918,wittier: He can't believe his luck #klout cindycapo wittier9 #MAGA https://t.co/I379IASnmO wittier cindycapo,IFTTT,2017-01-20 23:30:38,
822587166584963073,#Inauguration  #MAGA #Matthis https://t.co/Ij4y197zNP,Twitter Web Client,2017-01-20 23:30:38,
822587165959999489,wittier: Trump's first act as President #klout cindycapo wittier9 #MAGA https://t.co/y1uUNGoTEF wittier cindycapo,IFTTT,2017-01-20 23:30:37,
822587164341010432,#AltNews #Trumpeffect: California Backs Down on Health Program Request... https://t.co/nNdeiYHK4c #AltRight #MAGA https://t.co/lit6gS5lUk,Twibble.io,2017-01-20 23:30:37,
822587163682467840,I never watch @CNN but I thought I would to watch a bunch of cry babies lose their ever loving mind. Loving it #MAGA,Twitter for iPhone,2017-01-20 23:30:37,
